,text,label
2105,"– Han kom innpå på et vanskelig tidspunkt, men herregud, gutten har jo ikke spilt kamp på Gud vet hvor lenge. Men det er ingen tvil om at han kommer til å bli et godt tilskudd til et allerede godt Vitesse-lag, sier Jonas Svensson, som kommer med følgende spådom om landslagskollegaen:",quote
2106,"– Han kommer til å levere målpoeng og er en spiller som er fin å spille med. Du får ballen når du skal og han slipper ballen til riktig tidspunkt. Og om han får spille i tierrollen, kommer han til å få brukt ferdighetene sine enda
                        mer. Han kommer garantert til å gjøre det bra, sier Svensson.",quote
2107,"Rosenborg leverte en førsteomgang av godt gammel merke. I spissen, bokstavelig talt, var angrepstrioen Nicklas Bendtner, Issam Jebali og Jonathan Levi, som scoret hvert sitt mål, i en omgang det luktet svidd av.",Goal/Assist
2108,Scoringen la ikke akkurat noen demper på hjemmelagets angrepsvilje. Det gikk ikke mer enn fire minutter før ballen lå i nettet igjen.,Goal/Assist
2109,"LERKENDAL (VG) (Rosenborg-FK Shkëndija 3–1) Med ett mål hver av Jebali, Bendtner og Levi, har Rosenborg én fot i gruppespillet i Europa League.",Goal/Assist
2110,Drømmescoringer av Jebali og Bendtner – RBK på god vei mot Europa League,irrelevant
2111,"Rosenborg-trener Rini Coolen sier til VG at han er fornøyd med seier 3–1 over det makedonske mesterlaget, og at han ville sagt «ja» til dét resultatet hvis han fikk tilbud om det før kampen.",irrelevant
2112,"– Første omgang var veldig, veldig bra, med fantastiske mål.",quote
2113,– Men..?,quote
2114,"– Spillerne er veldig skuffet. De ville ha det fjerde mål, men i stedet fikk Shkëndija et mål. Det var ikke planen at de fikk det målet, sier Coolen, til VG.",quote
2115,"– Kanskje var det bra at det ble 3–1, slik at vi er litt pissed før bortekampen.",quote
2116,"– Første omgang var veldig, veldig bra. Vi har jobbet mye med samspillet mellom Meling, Jebali og Bendtner, sier Coolen.",quote
2117,"Hjemmelaget greide ikke å følge opp på samme måte i andre omgang, men har likevel én fot i gruppespillet i Europa league.",irrelevant
2118,"– Det kommer til å bli en tøff bortekamp, og dette er fortsatt ikke avgjort. Men vi viste i dag at vi er gode nok til å score mål i bortekampen også, sier Rosenborg-treneren.",quote
2119,"Kledt i svart skyggelue, skygget Bendtner unna pressesonen etter kampen, og snek seg ut bakveien på Lerkendal.",irrelevant
2120,"– Bendtner jobbet veldig bra, og var involvert i mange kontringer. Han var smart og sterk i duellene. Han spilte en fantastisk kamp, sier Coolen.",quote
2121,"– Er du redd for å miste ham før overgangsvinduet stenger? (31. august, journ.anm.)",quote
2122,"– Det er alltid en fare for at man kan miste så gode spillere, ikke bare Nicklas. Det er ikke noe jeg ønsker, for jeg vil beholde alle. Men fotball er også business. Jeg kan ikke tenke for mye på det, for det er ikke jeg som bestemmer.",quote
2123,"Treneren gjorde en taktisk endring i formasjonen, og snudde opp-ned på den mye omtalte «v’en» på midtbanen. Det betød Marius Lundemo som dypt anker, og Anders Konradsen og Mike Jensen i klassiske indreløperroller.",irrelevant
2124,"Om det var dét som var hovedingrediensen i den magiske førsteomgangen, vites ikke, men det var i hvert fall magi det som nysigneringen Jebali leverte etter drøyt ti minutter.",irrelevant
2125,"Jebali tok imot pasningen fra Bendtner med et silkemykt touch, dro av én mann, kikket opp, og chippet ballen på genialt vis over keeper Zahov.",Goal/Assist
2126,"– Det er ikke første gangen at scorer et slikt mål. Vi har sett det før. Det viser hvor god han er, og at han er en god signering for oss, sier Coolen.",quote
2127,"Hjemmelaget spilte som i «gamle dager», og hjemmepublikummet jublet i samme stil, med trampeklapp og sanger om at Rosenborg skal vinne Europa League.",irrelevant
2128,"– Men jeg er trygg på at jeg har valgt det som er best for meg, avslutter Ødegaard overfor TV 2.",quote
2129,Ti minutter før slutt kom 2–1. Dziuba skar innover i banen og avsluttet i stolpen. Ruben Gabrielsen var ikke klar for returen. Dermed fikk Anton Zabolotnyi en enkel jobb med å sende Zenit foran.,Goal/Assist
2130,"Også en halvtime før 0–1 var stolpen med Molde. Daler Kuzyaev la ballen til Sebastian Driussi som kom seg foran Vegard Forren. Argentineren flikket ballen mot mål, men den spratt i stolpen og ut.",sjanse
2131,"Nok en gang vant et særdeles aggressivt hjemmelaget igjen ballen høyt i banen. Jebali spilte til Bendtner, som fikk med seg at Birger Meling kom i stor fart på venstre. Meling la inn foran mål; der hadde Jonathan Levi bare å bredside ballen i tomt mål.",Goal/Assist
2132,"Tre minutter før pause plukket Eirik Hestad opp en ball 20 meter fra målet til Zenit. Han brukte låret til å få kontroll på kula, før han klinket den i mål via stolpen med en utsøkt volley. Attpåtil med høyrefoten sin. ",Goal/Assist
2133,Ellers kom ikke Molde særlig til sjanser. Petter Strand hadde et godt forsøk på frispark som gikk over. ,sjanse
2134,Scoringen som ga stor optimisme hos Molde kom på lekkert vis.,Goal/Assist
2135,"Rosenborg lå seg bakpå, ventet på kontringer, og jobbet aggressivt i presset, men de store sjansene, og den kollektive angrepsviljen fra første omgang uteble, og bortelaget så bare bedre og bedre ut.",irrelevant
2136,"– Vi snakket om det i pausen; at vi måtte passe på å ikke få et mål i mot, og samtidig jakte mål numer fire. Vi gjorde ikke det godt nok, for vi skapte ikke nok sjanser i andre omgang. Det kunne vi gjort bedre sier Coolen.",quote
2137,"Kvarteret før slutt skjedde det som måtte skje. Rosenborg tapte flere dueller på rappen sentralt i banen, og Stênio Junior fikk sikte fra tjue meter. Brasilianeren siktet godt, og prikket ballen i krysset bak Rosenborg-keeper André Hansen.",Goal/Assist
2138, Se sammendrag av kampen øverst!,Ignore
2139,"Etter et kvarters spill burde Romelu Lukaku gitt United ledelsen. Da han snappet opp et elendig tilbakespill fra Danny Rose og rundet Hugo Lloris, men fra skrått hold og med feil fot satte Lukaku ballen like utenfor.",sjanse
2140,Så smalt det plutselig i andre enden av banen igjen. Christian Eriksen ble spilt fri til høyre og fant Lucas Moura foran. Brasilianeren satte inn 2-0.,Goal/Assist
2141,"Lagene stormet ut av startblokkene i andreomgang, og snaut fem minutter ut i omgangen stanget Harry Kane inn 1-0-målet for Tottenham.",Goal/Assist
2142,"Hjemmelaget gikk rett i strupen på Tottenham, og Fred fikk en brukbar mulighet rett etter kampstart.",sjanse
2143,"Nemanja Matic fikk en kjempesjanse med om lag ti minutter igjen til pause, men serberen måtte se avslutningen gå utenfor. Det sto målløst midtveis.",sjanse
2144,"Rett etter avspark fikk Lukaku en enorm sjanse, men United-spissens avslutning ble stoppet av en praktfull redning av Hugo Lloris.",sjanse
2145,Tottenham ble satt under et enormt press etter å ha gått opp til 2-0. Etter en times spill fikk Jesse Lingard en enorm mulighet han blåste høyt over mål fra kloss hold.,sjanse
2146,"Etter 65 minutters spill sendte Lindelöf et elendig tilbakespill mot David De Gea. Ballen ble snappet opp av Dele Alli, som rundet De Gea. United-keeperen kom imidlertid tilbake og stoppet Dele Allis avslutning.",sjanse
2147,"Et skår i gleden var at trøndernes andre kantspiller fra start, Pål André Helland, gikk av banen med tårer etter nok en skade før pause.",Injuries
2148," Se sammendrag i videovinduet øverst!
",Ignore
2149,"– Han regisserer sin egen exit der, sier TV 2-kommentator Øyvind Alsaker om José Mourinho etter 0-3-tapet for Tottenham.",quote
2150,Manchester United ble ydmyket av Tottenham,Club details
2151,Manchester United-Tottenham 0-3,Ignore
2152,Manchester United gikk på sitt andre Premier League-tap på rad med 0-3 hjemme for Tottenham mandag kveld.,Club details
2153,"– Det var lite som tydet på dette før pause da Manchester United var positive og offensive i stilen. Det første og andre målet endret det. Nå er det ydmykende for Manchester United, sier TV 2s Premier League-ekspert Brede Hangeland.",quote
2154,Tottenham-fansen koste seg og sang «Sacked in the morning» og «You're not special anymore» om den hardt pressede Manchester United-manageren José Mourinho.,irrelevant
2155,"– Han regisserer sin egen exit der. Spørsmålet er om han er på vei bort, og om dette var et slags foreløpig farvel til hjemmesupporterne, sa Øyvind Alsaker om bildene av Mourinho som sto igjen etter kampslutt og applauderte Manchester United-supporterne som ikke hadde forlatt Old Trafford.",quote
2156,"Mens Manchester United har tapt to av de tre første kampene siden første Premier League-sesong, står Tottenham med ni poeng etter tre runder.",Club details
2157,"– Vi jobbet veldig godt gjennom uken, forberedt oss bra og spilte godt. Spillerne hadde en fantastisk attityde. Til pause burde det vært minst en tomålsledelse. Så skjedde det noe som endret kampen. Det sto 2-0, men vi var fortsatt
                        med i kampen. Jeg tror alle følte at en scoring kunne endret kampen, sier Mourinho, som også hyllet hjemmefansen på Old Trafford.​",quote
2158,"José Mourinho gjorde hele seks endringer i startoppstillingen fra laget som tapte 2-3 for Brighton forrige helg. Eric Bailly, Andreas Pereira og Anthony Martial var ikke vunnet en plass verdig i troppen.",irrelevant
2159,"Tottenham-manager Mauricio Pochettino valgte på sin side å la Hugo Lloris både fra start og som kaptein, til tross for at han natt til fredag ble tatt for fyllekjøring.",irrelevant
2160,"– Jeg forventer at han setter den, selv om det er med den svake foten, kommenterte TV 2s Premier League-ekspert Brede Hangeland.",quote
2161,"En halvtime ut i kampen ropte Lucas Moura på straffespark da han gikk i bakken i duell med Phil Jones, men Craig Pawson vinket spillet videre.",irrelevant
2162,"– Jeg har sett dommere blåse for lignende situasjoner, sa Hangeland.",quote
2163,"– Intensiteten går litt på bekostning av det tekniske. Touchene sitter ikke, men det er fordi det er et sinnssykt tempo. Manchester United startet best og sjokkerte Tottenham med det høye presset sitt, oppsummerte TV 2s Premier League-ekspert
                        Simen Stamsø-Møller i pausen.",quote
2164,"– Han er så sterk i duellen med Phil Jones. Han holder ham unna, men det er på ingen måte ferdigscoret. Det er prikkskyting fra Harry Kane, kommenterte Brede Hangeland.",quote
2165,"José Mourinho svarte med å kaste inn Alexis Sánchez, Victor Lindelöf og Marouane Fellaini i løpet av få minutter.",irrelevant
2166,Klubbens trener Ludovic Magnin blir sitert på at han trenger å få inn en stor spiss. Det sveitsiske overgangsmarkedet stenger natt til lørdag.,Transfer
2167,"Kastrati hadde pådratt seg hjernerystelse på trening torsdag, og måtte forlate banen i andreomgang som en følge av det.",Injuries
2168,Sarpsborg 08s hjemmemøte med Maccabi Tel Aviv kan du følge i VG Live fra 19:05 torsdag. ,Ignore
2169,Sveitsisk avis kobler Bendtner til Zürich,Transfer
2170,Nicklas Bendtner blir jaktet på av Zürich. Ifølge avisen Blick har Rosenborg-stjernens agent vært i kontakt med den sveitsiske toppklubben.,Transfer
2171,Zürich er på utkikk etter en ny spiss etter salget av Raphael Dwamena (Levante) og Michi Frey (Fenerbahçe). Stephen Odey er i dag lagets eneste rendyrkede spiss.,Transfer
2172,"«Nicklas Bendtners agent er i kontakt med FC Zürich», skriver tabloidavisen Blick.",irrelevant
2173,"Zürich endte på fjerdeplass i den sveitsiske eliteserien sist sesong. Som sveitsisk cupmester er laget allerede kvalifisert til europaligaens gruppespill. Der kan Rosenborg også havne. Trønderne leder 3-1 før torsdagens avgjørende
                        returoppgjør borte mot makedonske Shkëndija.",Club details
2174,"Reiten tråkket over etter 34 minutter, men hun kom tilbake og bare tre minutter senere la hun på til 2–0. Hun fanget opp et grusomt tilbakespill fra en VIF-forsvarer og scoret alene med keeper.",Goal/Assist
2175,Bare fem minutter var gått da Guro Reiten kom alene med Vålerenga-keeper Guro Pettersen og sendte LSK i ledelsen. Oslo-laget kunne ikke ha fått en verre åpning.,Goal/Assist
2176,Med to «goalgetter-scoringer» og en praktfull målgivende til Sophie Roman Haug avgjorde Reiten kvartfinalen til Lillestrøms fordel i løpet av de første 45 minuttene.,Goal/Assist
2177," ​Se hvordan Manchester United ble slått av Brighton øverst!

",Ignore
2178," Direkte fra kl. 20.15: Se Manchester United – Tottenham
",Ignore
2179,• Her er onsdagens oddstips,Ignore
2180," ​Se TV 2-ekspert Jesper Mathisen oppsummere Eliteserie-runden i Sportsnyhetene
                        øverst!

",Ignore
2181,"Se Mina Finstad Bergs vurdering av «nye Chelsea» i vinduet øverst!
",Ignore
2182," Se Manchester United – Tottenham fra klokken 20.15


",Ignore
2183," Se Manchester United – Tottenham fra klokken 20.15


",Ignore
2184,"Den franske midtbanemotoren fikk uttelling tidlig i sin nye rolle. Han scoret i åpningsrunden mot Huddersfield, og har med det scoret like mye denne sesongen som i hver av de tre foregående i ligaen.",Goal/Assist
2185,"Martin Ødegaard (19) er klar for nederlandske Vitesse, bekrefter klubben tirsdag. Han leies ut fra Real Madrid ut sesongen.",Transfer
2186,Martin Ødegaard klar for Vitesse:  – Real Madrid har vært veldig involvert ,Transfer
2187,Girona - Real Madrid 1-4,Ignore
2188,Real Madrid snudde til seier etter sjokkstart,Club details
2189,Til klubbens nettside sier Ødegaard selv:,irrelevant
2190,"– Real Madrid er tydelige på at de ønsket at han skulle gå til Vitesse, og vi har den samme oppfatningen, sier Ødegaards agent Bjørn Tore Kvarme til VG.",quote
2191,"– Det går på hvilken rolle han skal ha. Han skal være mest mulig sentralt i banen, og være mye i kontakt med ballen. Vi har vært i samtaler med trener og sportsdirektør i klubben, og det er en god match med det Real Madrid og Martin selv ønsker.",quote
2192,"Martin Ødegaard har tidligere vært på lån til en annen Eredivisie-klubb, Heerenveen.",Transfer
2193,"– Real Madrid har vært veldig involvert. Vi synes det er et godt tegn at de bryr seg så mye, og at de har vært såpass delaktig i prosessen, viser at de fortsatt har god tro på Martin.",quote
